Feat,Description,Book,Str,Con,Dex,Int,Wis,Cha,Level,Race,Race2,Class,Acrobatics,Arcana,Athletics,Bluff,Diplomacy,Dungeoneering,Endurance,Heal,History,Insight,Intimidate,Nature,Perception,Religion,Stealth,Streetwise,Thievery,Initiative,Speed,Surge Value,AC,Fortitude,Reflex,Will
Insatiable Rage of Minauros,#NAME?,PHRT,,,,,,,,Tiefling,,Barbarian,,,,,,,,,,,,,,,,,,,,,,,,
Psychic Corruption of Malebolge,"On hit w/ augmented psychic power, target gains vulnerable 2 fire/psychic",PHRT,,,,,,,,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Stirring Song of Baator,"On hit w/ fire/fear attack, one ally gains 1 temp HP",PHRT,,,,,,,,Tiefling,,Bard,,,,,,,,,,,,,,,,,,,,,,,,
Tail Slide,"When you shift, can also slide 1 adj. ally 1",PHRT,,,,,,,,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Turathi Spirit Companion,"When spirit adj. to bloodied enemy, bonus granted by Bloodhunt becomes +2",PHRT,,,,,,,,Tiefling,,Shaman,,,,,,,,,,,,,,,,,,,,,,,,
Turathi Weapon Training,"Proficiency w/ Turathi weapons, +2 damage",PHRT,,,,,,,,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
War Captain of Avernus,"When ally spends AP, gains resist 5 fire/poison",PHRT,,,,,,,,Tiefling,,Warlord,,,,,,,,,,,,,,,,,,,,,,,,
Baalzebul's Desperate Gambit,"When first bloodied, can make save, +adj. enemies, spend surge on save, lose on fail",PHRT,,,,,,,11,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Bel's Impending Victory,"On hit of bloodied enemy, allies gain +1 to attack rolls",PHRT,,,,,,,11,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood of Levistus,"Resist 5 cold, +3 damage to cold attacks",PHRT,,,,,,,11,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Dispater's Iron Discipline,"+2 Will, +0 to saves against stun, dominate, daze",PHRT,,,,,,,11,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,0
Glasya's Charming Words,"+1 to charm attacks, on crit w/ charm power, dominate target",PHRT,,,,,,,11,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Hellfire of Mephistopheles,"On hit of enemy w/ resist fire, reduce resistance by 5",PHRT,,,,,,,11,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammon's Theft of Health,"On second wind, can choose ally to lose surge, gain surge value in HP",PHRT,,,,,,,11,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Secrets of Belial,Can swap one utility power for one of another class,PHRT,,,,,,,11,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Tail Trip,"On opp. attack or Combat Challenge attack, knock target prone",PHRT,,,,,,,11,Tiefling,,Fighter,,,,,,,,,,,,,,,,,,,,,,,,
Hellfire Teleport,"When teleporting, deal 5 fire to each enemy in or adj. to square you leave",PHRT,,,,,,,21,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Hell's Burning Mark,Targets marked by you gain vulnerable 5 your fire powers,PHRT,,,,,,,21,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewed Wrath,"On use of Second Wind or action point, regain Infernal Wrath",PHRT,,,,,,,21,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Command of Asmodeus,"On stun, can choose to dominate",PHRT,,,,,,,21,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Autohypnosis,"+1 surge, can use Arcana for Endurance when not bloodied",PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Befuddling Thoughts,Can expend Send Thoughts to use Changing Trick as ranged 20,PsP,,,,,,,,Changeling,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Beguiling Torment,"When you daze or stun, spend 1 PP to slide 1",PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloodied Concentration,"When bloodied, gain +1 attack to augmented at-will powers",PsP,,,,,,,,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Bloodied Enmity,"First time bloodied, +1d6 damage",PsP,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Blurred Speed,Blurred Step shifts 2,PsP,,,,,,,,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Bolstering Spike,"When using Mind Spike, gain 0 temp HP",PsP,,,,,,,,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Brimming Wrath,"Use Furious Assault w/ at least 1 PP, each marked enemy takes 0 damage",PsP,,,,,,,,Half-Orc,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Crack the Mountain,"Enemy slowed on hit w/ daily, if daily slows, slide 2",PsP,,,,,,,,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Deft Eruption,+2 damage to Ardent Eruption damage,PsP,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Double Scrutiny,"While fragment w/in 5, +3 Insight/Perception",PsP,,,,,,,,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Feral Advance,Can use Dex mod in place of Cha mod to determine Speed of Thought movement,PsP,,,,,,,,Elf,Half-Elf,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Feywild Advance,"With at least 1 PP, can teleport 0 using Blurred Step",PsP,,,,,,,,Eladrin,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Fluid Motion,+1 Speed,PsP,,,,,,,,,,Monk,,,,,,,,,,,,,,,,,,,0,,,,,
Gestalt Anchor,"You and allies w/in 5 gain +2 Init, when you drop, allies w/in 5 gain +2 defenses",PsP,,,,,,,,Kalashtar,,Ardent,,,,,,,,,,,,,,,,,,0,,,,,,
Group in Motion,"When using Speed of Thought, each ally w/in 5 can shift 1",PsP,,,,,,,,Half-Elf,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Harrying Step,"On Blurred Step, can teleport next to target instead of shifting ",PsP,,,,,,,,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Haunted Darkness,"While in Cloud of Darkness, unaugmented at-wills do 3 extra psychic",PsP,,,,,,,,Drow,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Haunting Sounds,"Can use Ghost Sound at will w/ at least 1 PP, can spend 1 PP to gain CA",PsP,,,,,,,,Gnome,,,,,,,,,,,,,,,,,,,,,,,,,,
Healing Fist,"On second wind, +0 damage rolls",PsP,,,,,,,,Githzerai,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Helpful Hint,"When ally w/in 10 fails save, can spend Send Thoughts to allow another",PsP,,,,,,,,Halfling,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Human Ingenuity,"When spending AP, gain 1 PP",PsP,,,,,,,,Human,Half-Elf,,,,,,,,,,,,,,,,,,,,,,,,,
Immovable Resilience,"On Battle Resilience, can ignore forced movement",PsP,,,,,,,,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Io's Roar,"On hit w/ Dragon Breath, target gains vuln 7 psychic",PsP,,,,,,,,Dragonborn,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Parry,"+1 AC when wielding weapon, wearing cloth/no armor, no shield",PsP,,,,,,,,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Iron Trap,"On miss due to Iron Mind, mark attacker and gain CA",PsP,,,,,,,,Githzerai,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Jagged Force,+2 damage to force powers,PsP,,,,,,,,Shardmind,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Mantle of Understanding,"On save, allies w/in Mantle range gain +2 to saves",PsP,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Martyr's Surge,+1d6 to Ardent Surge when bloodied,PsP,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Mindlink,Attacks against Send Thoughts target ignore concealment and cover,PsP,,,,,,,,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Nature's Sentinel,Some powers gain additional benefit based on Aspect,PsP,,,,,,,,Wilden,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Outraged Vengeance,Allies gain +2 to damage rolls against any target granting CA from Ardent Outrage,PsP,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Path to Clarity,"On Ardent Surge, target can save against daze, dominate, stun",PsP,,,,,,,,Githzerai,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Power Cascade,"On daily hit, next unaugmented at-will does +1d6 damage",PsP,,,,,,,,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Psionic Celerity,"+1 speed to run/charge, spend 1 PP for +2 speed",PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psionic Fortune,"+1 to saves w/ at least 1 PP, spend 1 PP to increase to +3",PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psionic Initiative,"+3 initiative, spend 1 PP to make bonus +6",PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Psionic Reflexes,"+1 opp. attacks, spend 1 PP to gain +2 to opp. attacks",PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psionic Skill - Acrobatics,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Psionic Skill - Arcana,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Psionic Skill - Athletics,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Psionic Skill - Bluff,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Psionic Skill - Diplomacy,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Psionic Skill - Dungeoneering,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Psionic Skill - Endurance,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
Psionic Skill - Heal,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Psionic Skill - History,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Psionic Skill - Insight,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Psionic Skill - Intimidate,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
Psionic Skill - Nature,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Psionic Skill - Perception,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
Psionic Skill - Religion,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
Psionic Skill - Stealth,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
Psionic Skill - Streetwise,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Psionic Skill - Thievery,"+2 to skill, spend 1 PP to gain +3 to check",PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
Psionic Toughness,"+3 HP, spend 1 PP to gain add'l 5 HP on second wind",PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick Reactions,"Can use Cha instead of Dex for Init, on Speed of Thought, +2 speed",PsP,,,,,,,,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Refracting Mantle,"On Shard Swarm, target grants CA to allies w/in Mantle",PsP,,,,,,,,Shardmind,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Resilient Demand,"When augmenting Battlemind's Demand, +2 to all defenses",PsP,,,,,,,,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Shard Link,"When you attack enemy w/ CA, onle ally w/in Telepathy gains CA",PsP,,,,,,,,Sharmind,,,,,,,,,,,,,,,,,,,,,,,,,,
Shifting Stone,"On save to avoid prone, can shift 0",PsP,,,,,,,,Dwarf,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Skipping Stone Flurry,"When using sling and Flurry of Blows, can target one enemy up to 10 away",PsP,,,,,,,,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Skittering Mouse Style,"When using movement technique to shift 3 or more, can go through enemies",PsP,,,,,,,,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Surging Mantle,"With no PP, raidus of Mantle increases by 2",PsP,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Thought Warning,"First time at 0 PP, you and each ally in Telepathy range can shift 1",PsP,,,,,,,,Kalashtar,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Ubiquitous Step,Regain Fey Step when you drop,PsP,,,,,,,,Eladrin,,,,,,,,,,,,,,,,,,,,,,,,,,
Unseen Dread,"When hitting an enemy you are hidden from, slide enemy 2",PsP,,,,,,,,Gnome,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Vicious Intrusion,Your next attack on Distract target gains +3 damage,PsP,,,,,,,,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Violent Awakening,"When both Furious Assault and Flurry of Blows triggered, one target takes extra 0 damage",PsP,,,,,,,,Half-Orc,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Water Splitting Stone,"On unarmed crit, target loses all resistance",PsP,,,,,,,,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Wind of Sympathy,"On second wind, one ally w/in Mantle can use second wind",PsP,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Zerth Instincts,"Can shift 1 when using Iron Mind, can expend Iron Mind to not be surprised",PsP,,,,,,,,Githzerai,,,,,,,,,,,,,,,,,,,,,,,,,,
Anchoring Push,"On Forceful Push, also slow target",PsP,,,,,,,11,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Battle Psion,"+1 damage w/ at-will force/psychic, +2 w/ no PP",PsP,,,,,,,11,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Body and Mind,"While fragment w/in 5, +1 all defenses",PsP,,,,,,,11,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Blurring Speed,"On Speed of Thought, also gain concealment",PsP,,,,,,,11,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Bolstering Wind,"On second wind, each ally w/in Mantle regains 0 HP",PsP,,,,,,,11,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Centered Intuition,"Can roll Init twice, +5 if you roll same number twice",PsP,,,,,,,11,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Confounding Technique,Can swap places with an ally as a move,PsP,,,,,,,11,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Confusing Distraction,Distract target also cannot take opp. actions,PsP,,,,,,,11,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Corrosive Thoughts,"On failed save against your powers, vuln 0 psychic",PsP,,,,,,,11,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Dazing Fist,"On hit w/ daily, attack dazes, 5 damage if it already dazes",PsP,,,,,,,11,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Driving Rain,"+ to bull rush, on bull rush hit, push  then move next",PsP,,,,,,,11,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Empty Vessel,"On no PP, +2 attack, +2 damage",PsP,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferocious Resilience,"On Battle Resilience, +0 melee damage rolls",PsP,,,,,,,11,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Harried Recovery,Regain Persistent Harrier when you drop to 0 PP,PsP,,,,,,,11,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Harrier's Control,"On Persistent Harrier, also slide target 1 and mark",PsP,,,,,,,11,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Implacable Wrath,"On Ardent Outrage, push target 1",PsP,,,,,,,11,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Instinctive Advance,Ardent Eruption target can shift 1,PsP,,,,,,,11,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Iron Propulsion,Ignore speed penalty of armor with at least 1 PP,PsP,,,,,,,11,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Lingering Swiftness,"On Ardent Alacrity, target can shift 2 or move full speed",PsP,,,,,,,11,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Mantle of Caution,"While bloodied, allies w/in Mantle gain +2 NADs",PsP,,,,,,,11,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Master's Instruction,On miss w/ monk enc. one ally gains +2 attack rolls against target,PsP,,,,,,,11,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Power Surge,Can expend daily powers to regain PP,PsP,,,,,,,11,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Prescient Dodge,"+2 all defenses to start of first turn, on hit w/ unaugmented at-will, spend 1 PP for +2 defenses",PsP,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psionic Rush,"On AP spend, can reduce augment cost by 1 PP",PsP,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psionic Staff Focus,Using ranged psion power w/ staff does not provoke,PsP,,,,,,,11,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Psychic Wail,"On dropping enemy, one enemy w/in 5 grants CA",PsP,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puppeteer,"When enemy fails save, can slide 1",PsP,,,,,,,11,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Rising Hopes,"When using Ardent Surge on dying ally, target can stand and shift",PsP,,,,,,,11,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Serenity in Simplicity,"When all daily powers expended, +1 attack for monk at-wills",PsP,,,,,,,11,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Staggering Spike,"On Mind Spike, target grants CA to one ally targeted by triggering attack",PsP,,,,,,,11,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Still Water,"On hit w/ at-will w/ no enc. powers, +2 AC",PsP,,,,,,,11,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Suppressive Surge,"On Ardent Surge, enemies w/in Mantle cannot regain HP",PsP,,,,,,,11,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Threefold Fortitude,"+1 Fort, spend 1 PP to increase to +3",PsP,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Threefold Reflex,"+1 Ref, spend 1 PP to increase to +3",PsP,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Threefold Will,"+1 Will, spend 1 PP to increase to +3",PsP,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Unstoppable Speed,"First time bloodied, can move 3",PsP,,,,,,,11,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Violent Joy,"When bloodied ally Ardent Surges to not bloodied, crit on 19-20",PsP,,,,,,,11,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Waking Senses,"Do not take penalty to Perception when blind, deaf, asleep",PsP,,,,,,,11,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Whirling Iron Defense,"When using Iron Soul Flurry of Blows, +1 to all defenses against targets",PsP,,,,,,,11,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Aggressive Construction,"On psionic summon, each adj. enemy takes 0 damage",PsP,,,,,,,21,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Battlemind Menace,"On Blurred Step, +2 defenses",PsP,,,,,,,21,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Boundless Enthusiasm,"On first crit, regain 2 PP",PsP,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Close the Gap,Each ally w/in Mantle at start can shift 1,PsP,,,,,,,21,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Critical Understanding,"On Ardent Surge, bloodied target gains +3 all defenses",PsP,,,,,,,21,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Dragon's Grasp,"On grab, + attack rolls, when opp. provoked you can grab instead of melee basic",PsP,,,,,,,21,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Fearsome Spike,Can mark each enemy adj. to Mind Spike target,PsP,,,,,,,21,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Form Mastery,"When spending AP, regain enc. power",PsP,,,,,,,21,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Hostile Mind,"When enemy attacks your Will, you gain CA w/ first attack made",PsP,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inexorable Speed,Can move through enemy spaces & do not provoke on Speed of Thought,PsP,,,,,,,21,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Infectious Euphoria,Each ally adj. to Ardent Surge target gains 5 temp HP,PsP,,,,,,,21,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Instinctive Surge,"When ally w/in Mantle becomes bloodied, can use Ardent Surge",PsP,,,,,,,21,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Invigorating Demand,"When augmenting Battlemind's Demand, gain 0 temp HP",PsP,,,,,,,21,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Keep Your Feet,"When knocked prone, can stand up as an immediate reaction",PsP,,,,,,,21,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Lingering Force,"When using Telekinesis Focus power, +2 all defenses",PsP,,,,,,,21,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Psion Implement Expertise,"When using psionic power through implement, crit on 19-20",PsP,,,,21,15,15,21,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Pure Mind,"Resist 10 psychic, +2 Will",PsP,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Stalk the Senseless,"While creature dazed or stunned, you are invisible to it",PsP,,,,,,,21,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
True Freedom,Can escape grab as immediate reaction,PsP,,,,,,,21,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Victorious Soul,"On crit, allies w/in Mantle deal extra 0 damage to melee attacks",PsP,,,,,,,21,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Awakened Potential,Gain Psionic Augmentation,PsP,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood's Passion,Multiclass Ardent,PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Focused Talent,Multiclass Psion,PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monastic Adept,Multiclass Monk,PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Advance,Multiclass Battlemind,PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Savant,Multiclass Battlemind,PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elan Heritage,"Elan Bloodline, gain Elan Resilience",PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foulborn Heritage,"Foulborn Heritage, gain Unbalanced Mind",PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boon of the Made,"On Elan Resilience, gain resist 0 all",PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diverse Focus,Gain another Discipline Focus,PsP,,,,,,,,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Elan Protection,"On Elan Resilience, each ally w/in Mantle gains +2 defenses",PsP,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Elan Retribution,"On Elan Resilience, each marked enemy takes 0 psychic",PsP,,,,,,,,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Fearsome Flurry,"On Flurry of Blows, can forego normal effect to have target take -2 attack rolls",PsP,,,,,,,,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Mantle of Unease,"When eenmy scores crit w/in Mantle, -2 atk rolls, push 1 if you are bloodied",PsP,,,,,,,,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Spike of Madness,"On Mind Spike, slide target 1, target grants CA",PsP,,,,,,,,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Untraceable Flurry,"Can deal psychic damage w/ Flurry of Blows, power deals full damage to insubstantial",PsP,,,,,,,,,,Monk,,,,,,,,,,,,,,,,,,,,,,,,
Vision of Madness,"On crit w/ augmented at-will, enemy dazed, if already dazed, 5 psychic",PsP,,,,,,,,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Aberrant Sight,Gain darkvision,PsP,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accursed Revelation,"On 0 PP, each enemy w/in mantle grants CA",PsP,,,,,,,11,,,Ardent,,,,,,,,,,,,,,,,,,,,,,,,
Body Fuel,"When using second wind, regain 1 PP",PsP,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elan Mental Onslaught,"On damage w/ Flurry of Blows, next attack against enemy can target Will",PsP,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returning Resilience,Regain Elan Resilience on second wind,PsP,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrible Aspect,"On 0 PP, mark any enemy w/in 3",PsP,,,,,,,11,,,Battlemind,,,,,,,,,,,,,,,,,,,,,,,,
Bloodied Horror,"While bloodied, +1 attack to fear powers, adj. bloodied enemies take -2 to attack",PsP,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far Realm's Blessing,"The first time you become bloodied, regain 1 PP",PsP,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gift of the Eternal,"At the end of your first turn, regain 1 PP",PsP,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psionic Discorporation,"Insubstantial while dying, on HP gain, +2 atk rolls to psionic powers",PsP,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mindfire,"Can augment Darkfire 1 to target Will, targets more than 5 have total conc.",DRMZ,,,,,,,,Drow,,,,,,,,,,,,,,,,,,,,,,,,,,
Psionic Accuracy,Can augment Elven Accuracy 1 to gain CA against target,DRMZ,,,,,,,,Elf,Half-Elf,,,,,,,,,,,,,,,,,,,,,,,,,
Enlightened Spirit,"Can substitute Con for Str for Athletics, when using Stone's Endurance w/ PP, +2 Will",DRMZ,,,,,,,,Goliath,,,,,,,,,,,,,,,,,,,,,,,,,,
Psionic Fury,Can augment Furious Assault 1 to deal 0 of same type as triggering,DRMZ,,,,,,,,Half-Orc,,,,,,,,,,,,,,,,,,,,,,,,,,
Psionic Ferocity,Can expend PP when using Ferocity to deal 1[W] or 1d8 extra damage,DRMZ,,,,,,,,Minotaur,,,,,,,,,,,,,,,,,,,,,,,,,,
Rampaging Thought,Bonus to AC against opp. attacks from charge is 0,DRMZ,,,,,,,,Minotaur,,,,,,,,,,,,,,,,,,,,,,,,,,
